Year,Rank,Title
2003,507,This Thing of Ours
2003,508,Out of Control
2003,509,From Here to Eternity
2003,510,My Flesh and Blood
2003,511,The Event
2003,512,A Decade Under the Influence
2003,513,Bolivia
2003,514,Fanfan
2003,515,Garage Days
2003,516,Etoiles: Dancers of the Paris Opera Ballet
2003,517,Sans Soleil
2003,518,Under the Skin of the City
2003,519,Gang of Roses
2003,520,Hotel
2003,521,Girlhood
2003,522,Teknolust
2003,523,P.S. Your Cat Is Dead!
2003,524,Snowboarder
2003,525,Beyond Vanilla
2003,526,What Alice Found
2003,527,Mostly Martha
2003,528,Everybody Says I'm Fine!
2003,529,Food of Love
2003,530,All or Nothing
2003,531,In My Skin
2003,532,18 ans après
2003,533,Suddenly
2003,534,The Bank
2003,535,Atanarjuat: The Fast Runner
2003,536,On Guard
2003,537,Alias Betty
2003,538,Luster
2003,539,The Transporter
2003,540,9 Dead Gay Guys
2003,541,Glowing Eyes
2003,542,Fulltime Killer
2003,543,Japón
2003,544,Almost Salinas
2003,545,The Guys
2003,547,"Float Like a Butterfly, Sting Like a Bee"
2003,548,In Praise of Love
2003,549,The Journey
2003,550,I Am Trying to Break Your Heart
2003,551,Garmento
2003,552,Ziggy Stardust and the Spiders from Mars
2003,553,Blackboards
2003,554,Hidden in Plain Sight
2003,556,Medea
2003,557,Onmyoji: The Yin Yang Master
2003,558,Bloody Sunday
2003,559,Wattstax
2003,560,Tosca
2003,561,7th Street
2003,562,Khachaturian
2003,564,Martin & Orloff
2003,565,How I Killed My Father
2003,566,The Anarchist Cookbook
2003,567,Seaside
2003,568,Hybrid
2003,569,All About Lily Chou-Chou
2003,570,The Slaughter Rule
2003,571,The Settlers
2003,572,Dog Days
2003,573,AKA
2003,574,Unknown Pleasures
2003,575,The Legend of Leigh Bowery
2003,576,Postmen in the Mountains
2003,577,Hush!
2003,578,Manfast
2003,579,Camera Obscura
2003,580,Cinemania
2003,581,Gasoline
2003,582,Manito
2003,583,Rana's Wedding
2003,584,Nola
2003,586,Kedma
2003,587,El bonaerense
2003,588,"L'Chayim, Comrade Stalin"
2003,589,Acts of Worship
2003,590,One Hour Photo
2003,591,Warm Water Under a Red Bridge
2003,592,Missing Young Woman
2003,594,Merci pour le Chocolat
2003,595,Hukkle
2003,596,Pinocchio  Italian Version
2003,597,Sonny
2003,598,A Grin Without A Cat
2003,599,Zero Day
2003,600,The Komediant
2003,601,In the Mirror of Maya Deren
2003,602,No Turning Back
2003,603,The Scoundrel's Wife
2003,604,Scorched
2003,605,God Is Great and I'm Not
2003,606,Songs from the Second Floor
2003,607,Controlled Chaos
2003,608,Japanese Story
2003,609,Waiting for Happiness
2003,611,Suspended Animation
2003,612,American Storytellers
2003,613,Sex with Strangers
2003,614,Pursuit of Happiness
2003,615,Ayurveda: Art of Being
2003,617,Gaudi Afternoon
2003,618,Take Care of My Cat
2003,619,"La Commune (Paris, 1871)"
2003,620,Home Room
2003,621,"Vendetta: No Conscience, No Mercy"
2003,622,Mark Twain's America in 3D
2003,623,Last Dance
2003,624,Kira's Reason: A Love Story
2003,625,High Times Potluck
2003,626,Devils on the Doorstep
2003,627,Chaos
2003,628,Lan Yu
2003,629,Jersey Guy
2003,630,Melvin Goes to Dinner
2003,631,Promises
2003,632,Smokers Only
2003,633,Ordinary Sinner
2003,634,Bawandar
2003,635,Forget Baghdad: Jews and Arabs - The Iraqi Connection
2003,636,Dr. Benny
2003,637,Warrior of Light
2003,638,Journeys with George
2003,639,Sister Helen
2003,641,Short Eyes
2003,642,Blue Gate Crossing
2003,643,The Work and the Story
2003,644,The Backyard
2003,645,The Navigators
2003,646,Tuvalu
2003,647,Wings of Courage
2003,648,Il Posto
2003,649,Millennium Mambo
2003,650,Dischord
2003,651,Hell's Highway: The True Story of Highway Safety Films
2003,652,Enemies of Laughter
2003,653,The Producers
2003,654,The Cockettes
2003,655,Blindness
2003,656,Dekalog
2003,657,Wash Dry and Spin Out
2003,658,Independent Spirits: Faith Hubley/John Hubley
2003,659,The Ballad of Bering Strait
2003,660,El Leyton
2003,661,Exorcism
2003,662,BBC2 Play of the Week: Langrishe Go Down
2003,663,Pandora's Box
2003,664,A House on a Hill
2003,665,The Children of the Century
2003,666,Da wan
2003,667,Trembling Before G-d
