Year,Rank,Title
2001,81,Jay and Silent Bob Strike Back
2001,82,Double Take
2001,83,Baby Boy
2001,84,The Brothers
2001,85,Someone Like You
2001,86,Joe Dirt
2001,87,The Musketeer
2001,88,Crocodile Dundee in Los Angeles
2001,89,Memento
2001,90,Captain Corelli's Mandolin
2001,91,Sweet November
2001,92,15 Minutes
2001,93,Hearts in Atlantis
2001,94,Angel Eyes
2001,95,Corky Romano
2001,96,Heist
2001,97,Kingdom Come
2001,98,Two Can Play That Game
2001,99,Joy Ride
2001,100,Valentine
2001,101,Summer Catch
2001,102,The Pledge
2001,103,Vertical Limit
2001,104,Saving Silverman
2001,105,The Last Castle
2001,106,How High
2001,107,The Glass House
2001,108,Kate & Leopold
2001,109,Pokémon 3 the Movie: Spell of the Unown
2001,110,Rock Star
2001,111,Max Keeble's Big Move
2001,112,Crazy/Beautiful
2001,113,Original Sin
2001,114,O
2001,115,The Majestic
2001,116,A Beautiful Mind
2001,117,Amélie
2001,118,3000 Miles to Graceland
2001,119,Life as a House
2001,120,Iron Monkey
2001,121,Dracula 2000
2001,122,Joe Somebody
2001,123,Josie and the Pussycats
2001,124,Freddy Got Fingered
2001,125,The Tailor of Panama
2001,126,"Dude, Where's My Car?"
2001,127,Osmosis Jones
2001,128,Out Cold
2001,129,Tomcats
2001,130,American Outlaws
2001,131,Sugar & Spice
2001,132,The Gift
2001,133,Get Over It
2001,134,Antitrust
2001,135,Head Over Heels
2001,136,The Wash
2001,137,102 Dalmatians
2001,138,The Royal Tenenbaums
2001,139,The Deep End
2001,140,All the Pretty Horses
2001,141,Ghosts of Mars
2001,142,Pollock
2001,143,How the Grinch Stole Christmas
2001,144,Shadow of the Vampire
2001,145,The Closet
2001,146,The Curse of the Jade Scorpion
2001,147,Bones
2001,148,The Forsaken
2001,149,CyberWorld
2001,150,Sexy Beast
2001,151,The Man Who Wasn't There
2001,152,Town & Country
2001,153,Shackleton's Antarctic Adventure
2001,154,One Night at McCool's
2001,155,Ghost World
2001,156,Megiddo
2001,157,Rugrats in Paris: The Movie
2001,158,You Can Count on Me
2001,159,State and Main
2001,160,Mulholland Drive
2001,161,Say It Isn't So
2001,162,Unbreakable
2001,163,Monkeybone
2001,164,Amores Perros
2001,165,Made
2001,166,Billy Elliot
2001,167,Meet the Parents
2001,168,Bubble Boy
2001,169,Just Visiting
2001,170,Bread and Tulips
2001,172,Tortilla Soup
2001,173,Proof of Life
2001,174,On the Line
2001,175,Michael Jordan to the Max
2001,176,Cirque du Soleil: Journey of Man
2001,177,Glitter
2001,178,Left Behind: The Movie
2001,179,Quills
2001,180,The Anniversary Party
2001,181,Before Night Falls
2001,182,With a Friend Like Harry...
2001,183,Galapagos
2001,184,Pootie Tang
2001,185,The Widow of Saint-Pierre
2001,186,Soul Survivors
2001,187,Malena
2001,188,Hedwig and the Angry Inch
2001,189,Songcatcher
2001,190,The Golden Bowl
2001,191,The House of Mirth
2001,192,In the Mood for Love
2001,193,Les Boys III
2001,194,T-Rex: Back to the Cretaceous
2001,195,Charlie's Angels
2001,196,The Dish
2001,197,Waking Life
2001,199,Gabriela
2001,200,Sidewalks of New York
2001,201,Escanaba in da Moonlight
2001,202,The Shipping News
2001,203,Remember the Titans
2001,204,Encounter in the Third Dimension
2001,205,Island of the Sharks
2001,206,Innocence
2001,207,Novocaine
2001,208,In the Bedroom
2001,209,Carman: The Champion
2001,210,Best in Show
2001,212,Men of Honor
2001,213,Under the Sand
2001,214,Greenfingers
2001,215,Dungeons & Dragons
2001,216,NSync: Bigger Than Live
2001,217,China: The Panda Adventure
2001,219,Beauty and the Beast  2000 IMAX Release
2001,220,Startup.com
2001,221,The Road Home
2001,222,Nuit de noces
2001,223,The Endurance
2001,224,Extreme
2001,225,L.I.E.
2001,226,The Center of the World
2001,227,Gladiator
2001,228,The Luzhin Defence
2001,229,Extremedays
2001,230,Together
2001,231,All Over the Guy
2001,232,Liam
2001,233,Yaadein...
2001,234,All Access: Front Row. Backstage. Live!
2001,235,Yi Yi
2001,236,American Desi
2001,237,Va Savoir (Who Knows?)
2001,238,Left Luggage
2001,239,The Princess and the Warrior
2001,240,Brigham City
2001,241,An American Rhapsody
2001,242,Margaret Cho: I'm the One That I Want
2001,243,Lagaan: Once Upon a Time in India
2001,244,Requiem for a Dream
2001,245,Chunhyang
2001,246,The Man Who Cried
2001,247,Faithless
2001,248,Panic
2001,249,Ashoka the Great
2001,250,The Caveman's Valentine
2001,251,The Claim
2001,252,Little Nicky
2001,253,The Business of Strangers
2001,254,Blow Dry
2001,255,Focus
2001,256,Texas Rangers
2001,257,Happy Accidents
2001,258,Almost Famous
2001,259,The Crimson Rivers
2001,260,Dinner Rush
2001,261,My First Mister
2001,262,Pay It Forward
2001,263,Bread and Roses
2001,264,Our Lady of the Assassins
2001,265,Donnie Darko
2001,266,Big Eden
2001,267,Karmina 2
2001,268,Tape
2001,269,Bully
2001,270,The Affair of the Necklace
2001,271,Brother
2001,272,Fat Girl
2001,273,The Other Side of Heaven
2001,274,The Taste of Others
2001,275,Porn Star: The Legend of Ron Jeremy
2001,277,Bedazzled
2001,278,Gosford Park
2001,279,Lumumba
2001,280,Intimacy
2001,281,Session 9
2001,282,Lajja
2001,283,Keep the River on Your Right: A Modern Cannibal Tale
2001,284,Nico and Dani
2001,285,A Hard Day's Night
2001,286,The Adventures of Felix
2001,287,Space Cowboys
2001,288,The Devil's Backbone
2001,289,The 6th Day
2001,290,Haunted Castle
2001,291,Brotherhood of the Wolf
2001,292,Bride of the Wind
2001,293,Under the Sun
2001,294,Lost and Delirious
2001,295,"February 15, 1839"
2001,296,Wet Hot American Summer
2001,297,Kandahar
2001,298,Lantana
2001,299,Baise-moi
2001,300,Red Planet
2001,301,Me You Them
2001,302,Grateful Dawg
2001,303,Trembling Before G-d
2001,304,Chopper
2001,305,The Legend of Bagger Vance
2001,306,High Heels and Low Lifes
2001,308,Catfish in Black Bean Sauce
2001,309,Black Hawk Down
2001,310,No Man's Land
2001,311,Series 7: The Contenders
2001,312,Diamond Men
2001,313,One Week
2001,314,The Hidden Fortress
2001,315,Calle 54
2001,316,Bounce
2001,317,Monster's Ball
2001,318,Punks
2001,319,George Washington
2001,320,About Adam
2001,321,The Gleaners & I
2001,322,Burnt Money
2001,323,Go Tigers!
2001,324,Vampire Hunter D: Bloodlust
2001,325,The Day I Became a Woman
2001,326,Fantasia 2000
2001,327,Company Man
2001,328,The Fluffer
2001,329,Mysteries of Egypt
2001,330,When Brendan Met Trudy
2001,331,Raju Chacha
2001,332,Wonder Boys
2001,334,The Vertical Ray of the Sun
2001,335,Downtown 81
2001,336,What Lies Beneath
2001,337,The Trumpet of the Swan
2001,338,Jin-Roh: The Wolf Brigade
2001,339,Haiku Tunnel
2001,340,ABCD
2001,341,Jodi No. 1
2001,342,Best Man in Grass Creek
2001,343,Everybody's Famous!
2001,344,The Contender
2001,345,The Invisible Circus
2001,346,Herman U.S.A.
2001,347,A Time for Drunken Horses
2001,348,Dancing at the Blue Iguana
2001,349,Aberdeen
2001,350,The Million Dollar Hotel
2001,351,Kuch Khatti Kuch Meethi
2001,352,Beautiful Creatures
2001,353,The Amati Girls
2001,354,Charlotte Gray
2001,355,I Am Sam
2001,356,Thomas in Love
2001,357,Bring It On
2001,358,Simon Magus
2001,359,Last Resort
2001,360,Pavilion of Women
2001,361,La bûche
2001,362,The Body
2001,363,Himalaya
2001,364,Signs & Wonders
2001,365,"Sobibór, October 14, 1943, 4 p.m."
2001,366,The Turandot Project
2001,367,Life: A User's Manual
2001,368,An Everlasting Piece
2001,369,The Independent
2001,370,Maelstrom
2001,371,Sunshine
2001,372,Band of Outsiders
2001,373,"South of Heaven, West of Hell"
2001,374,King of the Jungle
2001,375,Maze
2001,376,Spriggan
2001,377,Werckmeister Harmonies
2001,378,Piñero
2001,379,Vatel
2001,380,Iris
2001,381,The Circle
2001,382,Baran
2001,383,Maybe Baby
2001,384,Behind the Sun
2001,385,Better Than Sex
2001,386,Chop Suey
2001,387,Khiladi 420
2001,388,The King Is Alive
2001,389,Speedway Junky
2001,390,Fast Food Fast Women
2001,391,Eban and Charley
2001,392,Born Romantic
2001,393,Nora
2001,394,Two Ninas
2001,395,The Girl Next Door
2001,396,Dark Blue World
2001,397,Happenstance
2001,398,Children Underground
2001,399,New York in the 50's
2001,400,My Voyage to Italy
2001,401,Time and Tide
2001,402,A Matter of Taste
2001,403,Bounce: Behind the Velvet Rope
2001,404,Scottsboro: An American Tragedy
2001,405,Pandaemonium
2001,406,Nutty Professor II: The Klumps
2001,407,Life and Debt
2001,408,Rat
2001,409,Ginger Snaps
2001,410,Whatever Happened to Harold Smith?
2001,411,Lush
2001,412,"Love, Honor and Obey"
