Year,Rank,Title
2002,361,Hardball
2002,362,Cherish
2002,363,The Business of Fancydancing
2002,364,All or Nothing
2002,365,North Station
2002,366,Ghost World
2002,367,Forgive Me Father
2002,368,Chop Suey
2002,369,Hansel & Gretel
2002,370,Innocence
2002,371,Kabhi Khushi Kabhie Gham...
2002,372,Bartleby
2002,373,Sex with Strangers
2002,374,The Wash
2002,375,Les destinées
2002,376,Ziggy Stardust and the Spiders from Mars
2002,378,Dahmer
2002,379,I'm Going Home
2002,380,Pauline and Paulette
2002,381,Russian Ark
2002,382,Time of Favor
2002,383,Road
2002,384,Stolen Summer
2002,385,A Shot at Glory
2002,386,Naqoyqatsi
2002,387,How I Killed My Father
2002,388,Sade
2002,389,American Chai
2002,390,His Secret Life
2002,391,Amy's Orgasm
2002,392,Rishtey
2002,394,From Hell
2002,395,Derrida
2002,396,"Ram Dass, Fierce Grace"
2002,397,Secret Ballot
2002,399,Lan Yu
2002,400,Hometown Legend
2002,401,The Producers
2002,402,The Weight of Water
2002,403,Tarkovsky At 70  Film Festival
2002,404,Baran
2002,405,Home Movie
2002,406,World Traveler
2002,407,Swiri
2002,408,Wasabi
2002,409,Kehtaa Hai Dil Baar Baar
2002,410,Biggie and Tupac
2002,411,Escaflowne: The Movie
2002,412,Novocaine
2002,413,Promises
2002,414,Borstal Boy
2002,415,Solarmax
2002,416,Don't Say a Word
2002,417,The Princess Diaries
2002,418,Fidel
2002,419,Invincible
2002,420,Sidewalks of New York
2002,421,The Pianist
2002,424,On Guard
2002,425,Snipes
2002,426,Girls Can't Swim
2002,427,Zoolander
2002,428,BBC2 Play of the Week: Langrishe Go Down
2002,429,Pépé le Moko
2002,430,The Komediant
2002,431,Nicholas Nickleby
2002,432,God Is Great and I'm Not
2002,433,Spooky House
2002,434,Just a Kiss
2002,435,The Bank
2002,436,No Such Thing
2002,437,War Photographer
2002,438,Handcart
2002,439,Chelsea Walls
2002,440,Songs from the Second Floor
2002,441,O Fantasma
2002,442,Harvard Man
2002,443,Beijing Bicycle
2002,444,Nijinsky: The Diaries of Vaslav Nijinsky
2002,445,The Children of the Century
2002,446,Ciao America
2002,447,Lucky Break
2002,448,Tosca
2002,449,Mark Twain's America in 3D
2002,450,The Fire and the Rain
2002,451,Warm Water Under a Red Bridge
2002,452,Power and Terror: Noam Chomsky in Our Times
2002,453,How to Kill Your Neighbor's Dog
2002,454,Bolivar Is Me
2002,455,Interview with the Assassin
2002,456,Ivans xtc.
2002,457,New Best Friend
2002,458,Very Annie Mary
2002,459,Quai des Orfèvres
2002,460,K-PAX
2002,461,Pantaleón y las visitadoras
2002,462,Dinner Rush
2002,463,Morvern Callar
2002,464,Hybrid
2002,465,Serendipity
2002,466,Max
2002,468,A Rumor of Angels
2002,469,The Cherry Orchard
2002,470,The Pinochet Case
2002,471,What to Do in Case of Fire
2002,472,Manna from Heaven
2002,473,Gangster No. 1
2002,474,A Grin Without A Cat
2002,475,Ayurveda: Art of Being
2002,476,A Song for Martin
2002,477,Safe Conduct
2002,478,Liars Club
2002,479,All the Queen's Men
2002,480,Maryam
2002,481,Esther Kahn
2002,482,Cuba feliz
2002,483,Master of the Flying Guillotine
2002,484,Crazy as Hell
2002,485,Confessions of a Dangerous Mind
2002,486,Sonny
2002,487,The Isle
2002,488,Lola
2002,489,Widespread Panic: The Earth Will Swallow You
2002,490,Love and a Bullet
2002,491,Quitting
2002,492,Hell House
2002,493,Scarlet Diva
2002,495,Night at the Golden Eagle
2002,496,Food of Love
2002,497,A Skin Too Few: The Days of Nick Drake
2002,498,Bay of Angels
2002,500,Vulgar
2002,501,Bobby G. Can't Swim
2002,502,Etoiles: Dancers of the Paris Opera Ballet
2002,503,Pipe Dream
2002,504,Love Liza
2002,505,Devils on the Doorstep
2002,506,30 Years to Life
2002,507,All About Lily Chou-Chou
2002,508,Lansdown
2002,509,Umberto D.
2002,510,Janice Beard
2002,511,Crop Circles: Quest for Truth
2002,512,Spider
2002,513,The Mesmerist
2002,514,Family Fundamentals
2002,515,Code Unknown
2002,516,Last Dance
2002,517,Love in the Time of Money
2002,518,Revolution #9
2002,519,Hush!
2002,520,The Rising Place
2002,521,Smokers Only
2002,522,The Dogwalker
2002,523,"Sobibór, October 14, 1943, 4 p.m."
2002,524,Group
2002,525,Buddha Heads
2002,526,Blackboards
2002,527,Il Posto
2002,528,All My Loved Ones
2002,529,The Phantom of Liberty
2002,530,Bundy
2002,531,The First $20 Million Is Always the Hardest
2002,532,Secret Society
2002,533,"Sia, the Dream of the Python"
2002,534,Take Care of My Cat
2002,535,My Kingdom
2002,536,Hera Purple
2002,537,Caravaggio
2002,538,Revolution OS
2002,539,Looking Through Lillian
2002,540,A Cuban Legend
2002,541,Ash Wednesday
2002,542,Tattoo Bar
2002,543,Dead or Alive: Final
2002,544,Standing by Yourself
2002,545,Zig Zag
2002,546,The 4th Tenor
2002,547,Stripped
2002,548,Stealing the Fire
2002,549,Some Body
2002,550,Choice of Weapons
2002,551,Mr. Smith Gets a Hustler
2002,552,By Hook or by Crook
2002,553,The Opera Lover
2002,554,Yellow Asphalt
2002,555,Mama Africa
2002,556,Ikiru
2002,557,ABC Africa
2002,558,Blackwoods
2002,559,Heartbreak Hospital
2002,560,The Execution of Wanda Jean
2002,561,Besotted
2002,562,Fighter
2002,563,Lush
2002,564,Così ridevano
2002,565,The Jimmy Show
2002,566,The Lonely Affair of the Heart
2002,567,'R Xmas
2002,568,The Town Is Quiet
2002,569,Mean Machine
2002,570,Virgil Bliss
