,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ellen Page,8.8,8.8,8.8,8.8,8.8,7.0,7.0,7.0,7.0
Craig Ferguson,8.1,8.1,7.949999999999999,7.949999999999999,7.949999999999999,7.949999999999999,7.949999999999999,7.949999999999999,7.949999999999999
Nicola Peltz,4.1,4.1,4.85,4.85,4.85,4.85,4.85,4.85,4.85
Ray Stevenson,6.9,6.9,6.9,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001
Gemma Arterton,6.6,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
Brandon T. Jackson,5.9,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Katie Featherston,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Will Poulter,6.3,6.3,6.55,6.55,6.55,6.55,6.55,6.55,6.55
Henry Thomas,6.3,6.3,6.3,6.3,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999,6.199999999999999
Elisabeth Moss,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.65,6.65
Nelsan Ellis,7.2,7.2,7.050000000000001,7.050000000000001,7.050000000000001,7.050000000000001,7.050000000000001,7.050000000000001,7.050000000000001
Chris Brown,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Gael García Bernal,6.5,6.5,6.5,6.5,6.5,7.45,7.45,7.45,7.45
Craig Robinson,6.4,6.4,6.4,5.75,5.75,5.75,5.75,5.75,5.75
Clark Duke,6.4,6.4,6.4,5.75,5.75,5.75,5.75,5.75,5.75
Tracy Morgan,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Gil Birmingham,4.9,4.9,4.9,4.9,6.25,6.25,6.25,6.25,6.25
Karin Konoval,7.6,7.6,7.6,7.6,7.6,7.5,7.5,7.5,7.5
Hayley Atwell,6.9,6.9,6.9,6.9,6.9,6.9,7.1,7.1,7.1
Katy Perry,5.4,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35
Kaley Cuoco,5.4,5.4,5.4,6.0,6.0,6.0,6.0,6.0,6.0
Brooklyn Decker,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Matthew Gray Gubler,4.3,4.3,4.3,4.65,4.65,4.65,4.65,4.65,4.65
Jesse McCartney,4.3,4.3,4.3,4.65,4.65,4.65,4.65,4.65,4.65
Ken Jeong,5.2,5.2,5.2,5.2,4.3,4.3,4.3,4.3,4.3
Nathan Gamble,6.9,6.9,6.65,6.65,6.65,6.65,6.65,6.65,6.65
Katie Holmes,3.3,3.3,3.3,5.3,5.3,5.3,5.3,5.3,5.3
Carlos Alazraqui,5.9,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001
Ryan Phillippe,7.3,7.3,7.3,7.3,7.3,6.15,6.15,6.15,6.15
Ty Simpkins,6.8,6.8,6.8,6.9,6.9,6.9,6.9,6.9,6.9
Devon Bostick,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Peter Facinelli,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.45,5.45
Taylor Swift,6.4,6.4,6.45,6.45,6.45,6.45,6.45,6.45,6.45
Jane Lynch,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
Noomi Rapace,7.0,7.0,7.05,7.05,7.05,7.05,7.05,7.05,7.05
Logan Marshall-Green,7.0,7.0,7.0,7.0,7.0,7.0,7.25,7.25,7.25
Jessica Lange,6.8,6.8,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Paul Dano,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Alexander Skarsgård,5.8,5.8,5.8,5.8,6.0,6.0,6.0,6.0,6.0
Rihanna,5.8,5.8,5.8,5.8,5.8,6.15,6.15,6.15,6.15
Anna Camp,7.2,7.2,7.2,7.2,7.2,6.5,6.5,6.5,6.5
Taylor Schilling,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.15,6.15
Bokeem Woodbine,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.65,6.65
Janet McTeer,6.4,6.4,6.4,6.4,6.9,6.9,6.9,6.9,6.9
Odeya Rush,6.6,6.6,6.6,6.449999999999999,6.449999999999999,6.449999999999999,6.449999999999999,6.449999999999999,6.449999999999999
Jeffrey Dean Morgan,5.9,5.9,5.9,5.9,5.9,5.9,6.0,6.0,6.0
James Ransone,6.8,6.8,6.8,6.05,6.05,6.05,6.05,6.05,6.05
Miranda Cosgrove,,7.3,7.3,7.3,7.3,6.8,6.8,6.8,6.8
Mireille Enos,,7.0,6.85,6.85,6.85,6.85,6.85,6.85,6.85
James Badge Dale,,7.0,7.0,7.0,7.15,7.15,7.15,7.15,7.15
Demián Bichir,,6.6,6.6,6.6,6.6,6.6,5.949999999999999,5.949999999999999,5.949999999999999
Barkhad Abdi,,7.8,7.8,7.8,7.55,7.55,7.55,7.55,7.55
Nikolaj Coster-Waldau,,6.2,6.2,6.2,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001
Cobie Smulders,,6.7,6.7,6.7,6.4,6.4,6.4,6.4,6.4
Nathan Fillion,,5.8,5.8,5.8,5.8,6.25,6.25,6.25,6.25
Melissa Leo,,8.1,8.1,8.1,7.699999999999999,7.699999999999999,7.699999999999999,7.699999999999999,7.699999999999999
Aasif Mandvi,,6.3,6.65,6.65,6.65,6.65,6.65,6.65,6.65
Karl Urban,,6.4,6.4,6.4,6.75,6.75,6.75,6.75,6.75
Katee Sackhoff,,6.4,6.45,6.45,6.45,6.45,6.45,6.45,6.45
Jack Reynor,,,5.6,5.6,5.6,5.6,5.6,6.35,6.35
Nick Offerman,,,7.0,7.0,7.0,7.1,7.1,7.1,7.1
Mackenzie Foy,,,8.6,8.6,8.6,8.6,7.05,7.05,7.05
Nat Wolff,,,7.7,7.0,7.0,7.0,7.0,7.0,7.0
Ty Burrell,,,6.6,6.6,6.6,6.6,6.6,6.6,6.6
David Harbour,,,6.85,6.85,6.85,6.85,6.85,6.85,6.85
Allison Janney,,,4.9,5.7,5.7,5.7,5.7,5.7,5.7
Nina Dobrev,,,6.4,6.4,6.4,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001
Zach Gilford,,,5.25,5.25,5.25,5.25,5.25,5.25,5.25
Ed Oxenbould,,,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Jack O'Connell,,,7.2,7.2,6.85,6.85,6.85,6.85,6.85
David A.R. White,,,4.7,4.7,4.550000000000001,4.550000000000001,4.550000000000001,4.550000000000001,4.550000000000001
F. Murray Abraham,,,8.1,8.1,8.1,8.1,8.1,7.8,7.8
Joel Kinnaman,,,6.1,6.35,6.35,6.35,6.35,6.35,6.35
Art Parkinson,,,6.3,6.3,7.05,7.05,7.05,7.05,7.05
Charlotte Le Bon,,,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Matt Walsh,,,5.8,5.8,5.8,5.8,5.699999999999999,5.699999999999999,5.699999999999999
Imogen Poots,,,6.25,6.25,6.25,6.25,6.25,6.25,6.25
Jaeden Martell,,,7.2,7.2,7.2,7.25,7.25,7.25,7.25
Amber Heard,,,6.2,6.2,6.2,6.2,6.6,6.6,6.6
Dan Stevens,,,6.5,6.5,6.5,6.8,6.8,6.8,6.8
Boyd Holbrook,,,6.5,6.5,6.5,6.5,5.95,5.95,5.95
Miles Teller,,,6.1,6.1,6.6,6.6,6.6,6.6,6.6
Michiel Huisman,,,7.1,7.15,7.15,7.15,7.15,7.15,7.15
Kellan Lutz,,,4.2,4.2,4.2,4.2,4.2,4.7,4.7
Zulay Henao,,,5.3,5.3,5.05,5.05,5.05,5.05,5.05
Ryan Guzman,,,6.0,5.35,5.35,5.35,5.35,5.35,5.35
Nate Parker,,,6.9,6.9,6.65,6.65,6.65,6.65,6.65
Dinesh D'Souza,,,5.4,5.4,5.35,5.35,5.35,5.35,5.35
Trace Adkins,,,5.4,5.4,5.4,5.4,6.35,6.35,6.35
Kelsey Grammer,,,5.1,5.1,5.949999999999999,5.949999999999999,5.949999999999999,5.949999999999999,5.949999999999999
Daisy Ridley,,,,7.9,7.9,7.45,7.45,7.45,7.45
Lewis Black,,,,8.1,8.1,7.0,7.0,7.0,7.0
Kate Mara,,,,8.0,8.0,8.0,7.2,7.2,7.2
Richard Madden,,,,6.9,6.9,6.9,6.9,7.1,7.1
Corey Stoll,,,,7.3,7.3,7.0,7.0,7.0,7.0
Jason Mitchell,,,,7.9,7.9,7.9,6.5,6.5,6.5
Zoë Kravitz,,,,8.1,8.1,6.65,6.65,6.65,6.65
Phylicia Rashad,,,,7.6,7.6,7.6,7.35,7.35,7.35
Alison Brie,,,,6.0,6.05,6.05,6.05,6.05,6.05
Peter Dinklage,,,,5.5,5.45,5.45,5.45,5.45,5.45
Hugh Bonneville,,,,7.2,7.2,7.2,7.5,7.5,7.5
Priscilla C. Shirer,,,,6.5,6.5,6.5,6.5,6.5,6.5
Joe Manganiello,,,,5.6,5.6,5.8,5.8,5.8,5.8
Angus Sampson,,,,6.1,6.1,6.1,5.9,5.9,5.9
Ike Barinholtz,,,,6.0,6.0,6.0,6.1,6.1,6.1
Rosemarie DeWitt,,,,4.9,6.45,6.45,6.45,6.45,6.45
Elizabeth Debicki,,,,7.3,7.3,7.3,7.1,7.1,7.1
Scott Eastwood,,,,7.1,7.1,7.1,6.35,6.35,6.35
Bella Thorne,,,,6.5,6.5,6.5,6.55,6.55,6.55
Cara Delevingne,,,,6.3,6.3,6.4,6.4,6.4,6.4
Austin Abrams,,,,6.3,6.3,6.3,6.3,6.25,6.25
Sebastian Stan,,,,5.9,6.85,6.85,6.85,6.85,6.85
Shameik Moore,,,,7.2,7.2,7.2,7.800000000000001,7.800000000000001,7.800000000000001
Maika Monroe,,,,6.8,6.0,6.0,6.0,6.0,6.0
Riccardo Scamarcio,,,,6.6,6.6,7.05,7.05,7.05,7.05
Mira Sorvino,,,,6.1,6.1,6.1,6.1,6.15,6.15
Rodrigo Santoro,,,,6.9,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001
Masako Nozawa,,,,7.3,7.3,7.3,7.3,7.6,7.6
Ryô Horikawa,,,,7.3,7.3,7.3,7.3,7.6,7.6
Donnie Yen,,,,,7.8,6.5,6.5,6.5,6.5
Eric Stonestreet,,,,,6.5,6.5,6.5,6.5,6.5
Morena Baccarin,,,,,8.0,8.0,7.85,7.85,7.85
Leslie Jones,,,,,5.2,5.2,5.2,5.800000000000001,5.800000000000001
Patrice Lovely,,,,,4.6,4.199999999999999,4.199999999999999,4.199999999999999,4.199999999999999
Yousef Erakat,,,,,4.6,4.199999999999999,4.199999999999999,4.199999999999999,4.199999999999999
Douglas M. Griffin,,,,,7.15,7.15,7.15,7.15,7.15
Ella Anderson,,,,,5.4,6.25,6.25,6.25,6.25
Pablo Schreiber,,,,,7.3,7.3,7.15,7.15,7.15
Aubrey Plaza,,,,,5.95,5.95,5.95,5.95,5.95
Marion Cotillard,,,,,6.4,6.4,6.4,6.4,6.4
Lauren Cohan,,,,,6.0,6.0,6.05,6.05,6.05
Annalise Basso,,,,,6.1,6.1,4.65,4.65,4.65
Alden Ehrenreich,,,,,6.3,6.3,6.6,6.6,6.6
Michael Kenneth Williams,,,,,5.1,5.1,5.1,5.1,5.1
Lucas Hedges,,,,,7.8,7.6,7.6,7.6,7.6
Jovan Adepo,,,,,7.2,7.2,6.9,6.9,6.9
Chloë Sevigny,,,,,6.4,6.4,6.4,6.7,6.7
Kali Hawk,,,,,4.2,4.2,4.2,4.2,4.2
Finn Wolfhard,,,,,,7.3,7.3,6.55,6.55
Jason Momoa,,,,,,6.4,6.7,6.7,6.7
Daniel Kaluuya,,,,,,7.7,7.7,7.35,7.35
Bradley Whitford,,,,,,7.7,6.7,6.7,6.7
Anya Taylor-Joy,,,,,,7.3,7.3,7.0,7.0
Eric Johnson,,,,,,4.6,4.55,4.55,4.55
Ana de Armas,,,,,,8.0,8.0,7.95,7.95
Naomi Scott,,,,,,5.9,5.9,6.45,6.45
Billy Crudup,,,,,,6.4,6.4,6.45,6.45
Priyanka Chopra,,,,,,5.5,5.5,5.7,5.7
Israel Broussard,,,,,,6.5,6.5,6.35,6.35
Bobby Cannavale,,,,,,6.050000000000001,6.050000000000001,6.050000000000001,6.050000000000001
Tom Taylor,,,,,,5.6,5.6,5.8,5.8
Dennis Haysbert,,,,,,5.6,5.6,5.9,5.9
Zendaya,,,,,,7.6,7.1,7.1,7.1
Danai Gurira,,,,,,5.8,6.55,6.55,6.55
Pilou Asbæk,,,,,,6.3,6.449999999999999,6.449999999999999,6.449999999999999
Gina Rodriguez,,,,,,6.2,6.2,5.95,5.95
Nick Robinson,,,,,,6.4,7.0,7.0,7.0
Barry Pepper,,,,,,5.6,5.6,5.9,5.9
Alex Roe,,,,,,4.5,5.6,5.6,5.6
Mckenna Grace,,,,,,7.6,7.6,6.75,6.75
Eddie Izzard,,,,,,6.35,6.35,6.35,6.35
Jason Drucker,,,,,,4.3,5.55,5.55,5.55
Rosa Salazar,,,,,,6.0,6.0,6.65,6.65
Joey King,,,,,,5.0,4.1,4.1,4.1
Ki Hong Lee,,,,,,5.0,5.6,5.6,5.6
Lupita Nyong'o,,,,,,,7.3,7.1,7.1
Donald Glover,,,,,,,6.9,6.9,6.9
Constance Wu,,,,,,,6.9,6.6,6.6
Henry Golding,,,,,,,6.85,6.85,6.85
Ashton Sanders,,,,,,,6.7,6.35,6.35
Lex Scott Davis,,,,,,,5.15,5.15,5.15
Kathryn Newton,,,,,,,6.2,6.4,6.4
Molly Gordon,,,,,,,5.6,6.15,6.15
Eva Longoria,,,,,,,6.0,6.0,6.0
Madison Iseman,,,,,,,5.6,5.75,5.75
Claire Foy,,,,,,,6.699999999999999,6.699999999999999,6.699999999999999
Omari Hardwick,,,,,,,5.85,5.85,5.85
Cynthia Erivo,,,,,,,7.1,6.8,6.8
LaKeith Stanfield,,,,,,,6.5,6.5,6.5
Bruce Dern,,,,,,,6.4,7.0,7.0
Harris Dickinson,,,,,,,5.7,6.15,6.15
Joe Alwyn,,,,,,,6.3,6.4,6.4
Idina Menzel,,,,,,,,7.2,7.2
Janelle Monáe,,,,,,,,5.7,5.7
Alexandra Shipp,,,,,,,,6.4,6.4
Florence Pugh,,,,,,,,7.1,7.1
Taylor Momsen,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Kelley,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Oliver Reed,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5
Jon Abrahams,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Katharine Towne,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
D.B. Sweeney,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Julianna Margulies,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Samuel E. Wright,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Albert Finney,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
David Brisbin,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Dawn Didawick,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Larry Miller,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
John Ales,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
Jascha Washington,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Will Patton,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Wood Harris,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Ryan Hurst,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Joely Richardson,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Julia Sawalha,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Phil Daniels,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Lynn Ferguson,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
T.J. Cross,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Paul Sanchez,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Lari White,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Mongo Brownlee,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Spencer Treat Clark,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Jon Bon Jovi,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Kim Dickens,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Vanessa Williams,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Lily Tomlin,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Christine Cavanaugh,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Cheryl Chase,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Eliza Dushku,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Colton James,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Chevy Chase,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Mark Webber,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Chris Elliott,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Justin Pierce,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Rosanna Arquette,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Brandon Merrill,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Aaliyah,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Russell Wong,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Gérard Depardieu,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Alice Evans,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Devon Sawa,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Kristen Cloke,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Rosie Perez,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Armand Assante,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Robin Tunney,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Jim Cummings,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Nikita Hopkins,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Ken Sansom,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
John Fiedler,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Shawn Doyle,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Brooke Langton,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Veronica Taylor,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Rica Matsumoto,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Madeleine Blaustein,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Mayumi Izuka,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Daniel York,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Patcharawan Patarakijjanon,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Virginie Ledoyen,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Eartha Kitt,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Steve Harvey,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
D.L. Hughley,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Elaine Stritch,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Elizabeth Hurley,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Miriam Shor,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Anne Bancroft,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Natasha Henstridge,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Edward Edwards,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Meg Ryan,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Walter Matthau,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Stephen Baldwin,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
Kristen Johnston,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
Jane Krakowski,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
Joshua Jackson,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Hill Harper,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Michael Rapaport,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Michael Rooker,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
James Frain,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Stockard Channing,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Marla Sokoloff,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Jay Mohr,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Mary Gibbs,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
John Lone,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Ziyi Zhang,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Arnold Vosloo,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
William Lee Scott,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Alessandro Nivola,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Noah Taylor,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Kristen Wilson,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
Raven-Symoné,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
Heather Matarazzo,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Alakina Mann,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Sean Patrick Thomas,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Fredro Starr,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Jim Varney,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Claudia Christian,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Sam Robards,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Tom Berenger,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Michael Wincott,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Monica Potter,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Antony Acker,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
Mark Barrett,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
Marlon Brando,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Jason Alexander,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Chazz Palminteri,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Catherine McCormack,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Bridgette Wilson-Sampras,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
Justin Chambers,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
Colleen Haskell,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Whoopi Goldberg,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Vince Vieluf,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Steven Seagal,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
DMX,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Charles Malik Whitfield,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Debi Derryberry,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Rob Paulsen,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Megan Cavanagh,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Mark DeCarlo,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Nick Loren,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Ruben Santiago-Hudson,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Embeth Davidtz,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Troy Garity,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Bryan Hearne,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
David Duchovny,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Gina Philips,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Jonathan Breck,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Patricia Belcher,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Bridget Fonda,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Tchéky Karyo,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Ric Young,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Andrew Lawrence,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Rickey D'Shon Collins,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Jason Davis,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Ashley Johnson,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Mario Van Peebles,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Kip Pardue,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6
Glenne Headly,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Ming-Na Wen,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Vincent Regan,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9
Robbie Coltrane,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Chyler Leigh,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Rory Culkin,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Christina Eleusiniotis,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Michael York,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Lara Flynn Boyle,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Goran Visnjic,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Toby Stephens,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
