Year,Rank,Title
2014,335,Despicable Me 2
2014,336,Night Moves
2014,337,The Love Punch
2014,338,Life of Crime
2014,339,Ernest & Celestine
2014,340,Blue Ruin
2014,341,The Green Prince
2014,342,The Zero Theorem
2014,343,Action Jackson
2014,344,Alive Inside
2014,345,The Blue Room
2014,346,Tazza: The Hidden Card
2014,347,A Matter of Faith
2014,348,The Galapagos Affair: Satan Came to Eden
2014,349,Deepsea Challenge
2014,350,Art and Craft
2014,351,Dr. Cabbie
2014,352,Diplomacy
2014,353,The Suspect
2014,354,Supermensch: The Legend of Shep Gordon
2014,355,The Best Man Holiday
2014,356,Antarctica: A Year on Ice
2014,357,The Breakup Guru
2014,358,Rob the Mob
2014,359,Under the Electric Sky
2014,361,Jinn
2014,362,Bethlehem
2014,363,The Double
2014,364,A Summer's Tale
2014,365,Code Black
2014,366,Wei ai zhi jian ru jia jing
2014,367,Goodbye to Language
2014,368,Out of the Furnace
2014,369,Listen Up Philip
2014,370,National Gallery
2014,371,We Are the Best!
2014,372,Anita
2014,373,Blue Is the Warmest Colour
2014,374,Evangelion: 3.0 You Can (Not) Redo
2014,375,Horns
2014,376,Afternoon of a Faun: Tanaquil Le Clercq
2014,377,That Demon Within
2014,378,God's Pocket
2014,379,Nas: Time Is Illmatic
2014,380,Keep on Keepin' On
2014,381,Sinbad: The Fifth Voyage
2014,382,Escape Plan
2014,383,A Girl Walks Home Alone at Night
2014,384,Citizen Koch
2014,385,Alan Partridge
2014,386,Dancing in Jaffa
2014,387,A Coffee in Berlin
2014,389,Kids for Cash
2014,390,Gore Vidal: The United States of Amnesia
2014,391,Mistaken for Strangers
2014,393,The Divine Move
2014,394,When Comedy Went to School
2014,395,Redwood Highway
2014,396,The Jewish Cardinal
2014,397,Raja Natwarlal
2014,398,20 Feet from Stardom
2014,399,Björk: Biophilia Live
2014,400,Make Your Move
2014,401,Knights of Badassdom
2014,402,Afflicted
2014,403,Finding Fela!
2014,404,God the Father
2014,405,The Liberator
2014,406,Rich Hill
2014,407,Galapagos
2014,408,Penton: The John Penton Story
2014,409,Anohana: The Flower We Saw That Day - The Movie
2014,410,Ivory Tower
2014,411,Girl Rising
2014,412,God Help the Girl
2014,414,Coherence
2014,415,Korengal
2014,416,One Chance
2014,417,Beyond Sight: The Derek Rabelo Story
2014,418,The Best Offer
2014,419,The Overnighters
2014,420,Child's Pose
2014,421,A Most Violent Year
2014,422,The Anonymous People
2014,423,The Way He Looks
2014,424,Personal Tailor
2014,426,Generation War
2014,427,Girl on a Bicycle
2014,428,Pump
2014,429,Breathe In
2014,430,Life After Beth
2014,432,Enough Said
2014,433,Ode to My Father
2014,434,Visitors
2014,435,Watermark
2014,436,12 O'Clock Boys
2014,437,Water & Power
2014,438,Advanced Style
2014,439,Fort McCoy
2014,440,Percy Jackson: Sea of Monsters
2014,441,Whitey: United States of America v. James J. Bulger
2014,442,Just a Sigh
2014,443,Better Living Through Chemistry
2014,444,The Broken Circle Breakdown
2014,446,Veil of Tears
2014,447,A Letter to Momo
2014,449,Kill Your Darlings
2014,450,The Square
2014,451,The Better Angels
2014,452,Final: The Rapture
2014,453,Zero Motivation
2014,454,Take Me to the River
2014,455,For No Good Reason
2014,457,Through a Lens Darkly: Black Photographers and the Emergence of a People
2014,458,The Art of the Steal
2014,459,Jealousy
2014,460,Heroic Antics
2014,461,No Tears for the Dead
2014,462,The Last Sentence
2014,463,Maidentrip
2014,464,Young & Beautiful
2014,465,Siddharth
2014,466,Bicycling with Molière
2014,467,Frontera
2014,469,Cheap Thrills
2014,470,Walk of Shame
2014,471,The One I Wrote for You
2014,473,Rudderless
2014,474,Deep Sea
2014,475,Borgman
2014,476,The Rocket
2014,477,Ilo Ilo
2014,478,The Bag Man
2014,479,Big Men
2014,480,In Bloom
2014,481,Hellion
2014,482,Starred Up
2014,483,Low Down
2014,484,Hateship Loveship
2014,485,"1,000 Times Good Night"
2014,486,At Middleton
2014,487,Half of a Yellow Sun
2014,488,Ping Pong Summer
2014,489,To Be Takei
2014,490,Song of the Sea
2014,491,The Missing Picture
2014,492,The Retrieval
2014,493,A Touch of Sin
2014,494,The Discoverers
2014,495,NOW: In the Wings on a World Stage
2014,496,Lucky Them
2014,497,The Internet's Own Boy: The Story of Aaron Swartz
2014,498,A Birder's Guide to Everything
2014,499,American Mustang
2014,500,Decoding Annie Parker
2014,501,The Armstrong Lie
2014,502,Alphaville
2014,503,A Master Builder
2014,504,Filmistaan
2014,505,Return to the Hiding Place
2014,506,Ai Weiwei: The Fake Case
2014,507,There's No Place Like Utopia
2014,508,The Dog
2014,509,If You Build It
2014,511,Next Goal Wins
2014,512,Interior. Leather Bar.
2014,513,Blood Ties
2014,515,Leviathan
2014,516,The Last of the Unjust
2014,517,She's Beautiful When She's Angry
2014,518,Teenage
2014,519,Child of God
2014,520,The Expedition to the End of the World
2014,521,7 Boxes
2014,522,Dead Snow 2
2014,523,Not Cool
2014,524,Homefront
2014,525,Bettie Page Reveals All
2014,526,That Man from Rio
2014,527,Beneath the Harvest Sky
2014,528,This Ain't No Mouse Music
2014,529,Tiger & Bunny: The Rising
2014,530,Filth
2014,531,Rocks in My Pockets
2014,532,Sweet Dreams
2014,533,White Bird in a Blizzard
2014,534,It Felt Like Love
2014,535,Rakuen Tsuiho: Expelled from Paradise
2014,536,K: Missing Kings
2014,537,Big Bad Wolves
2014,538,A Field in England
2014,539,Le Jour Se Leve
2014,540,For a Woman
2014,541,The Hero of Color City
2014,542,Bird People
2014,543,Six Dance Lessons in Six Weeks
2014,544,Abuse of Weakness
2014,546,Documented
2014,547,Happy Christmas
2014,548,Jimmy P.
2014,549,Southern Baptist Sissies
2014,550,A Long Way Off
2014,551,Manakamana
2014,552,Yellow Day
2014,553,Cutie and the Boxer
2014,554,Othello
2014,555,Stations of the Elevated
2014,556,Muscle Shoals
2014,557,Closed Curtain
2014,558,T-Rex: Back to the Cretaceous
2014,559,The Act of Killing
2014,560,Lilting
2014,561,Last Weekend
2014,562,Monk with a Camera
2014,563,Elena
2014,564,Christian Mingle
2014,565,Short Peace
2014,566,Adult World
2014,568,Born to Fly: Elizabeth Streb vs. Gravity
2014,569,Emoticon ;)
2014,570,Happy Valley
2014,571,Level Five
2014,572,Believe Me
2014,573,Video Games: The Movie
2014,574,Wadjda
2014,575,Two Lives
2014,576,Grand Piano
2014,577,May in the Summer
2014,579,Memphis
2014,580,The Counselor
2014,581,Lekar Hum Deewana Dil
2014,582,The Great Flood
2014,583,I Am Divine
2014,584,Der Anständige
2014,585,Run & Jump
2014,586,The Past is a Grotesque Animal
2014,587,Guardian Angel
2014,588,A Picture of You
2014,589,Uzumasa Limelight
2014,590,Peter Brook: The Tightrope
2014,591,Watchers of the Sky
2014,592,The Kill Team
2014,593,Why Don't You Play in Hell?
2014,594,Test
2014,595,Tasting Menu
2014,596,Two Night Stand
2014,597,Faust
2014,598,The Passionate Thief
2014,599,"Two Days, One Night"
2014,600,Who Is Dayani Cristal?
2014,601,Journey to the West
2014,602,Tosca's Kiss
2014,603,Kelly & Cal
2014,604,The Homestretch
2014,605,Stand Clear of the Closing Doors
2014,606,The Principle
2014,608,Cold Comes the Night
2014,609,Hank and Asha
2014,610,Burning Bush
2014,612,Magician: The Astonishing Life and Work of Orson Welles
2014,613,Levitated Mass
2014,614,Going Attractions: The Definitive Story of the American Drive-in Movie
2014,615,Barefoot
2014,617,Last Passenger
2014,618,Exhibition
2014,619,Black Nativity
2014,620,13 Sins
2014,621,The Pretty One
2014,622,Sol LeWitt
2014,623,Inequality for All
2014,624,Fifi Howls from Happiness
2014,625,War of the Worlds: Goliath
2014,626,A Long Way Down
2014,627,The Punk Singer
2014,628,Camp X-Ray
2014,629,Days and Nights
2014,630,The Pleasures of Being Out of Step
2014,631,On Tour with Pina Bausch
2014,632,Alien Abduction
2014,633,NightLights
2014,635,Special ID
2014,636,Bhopal: A Prayer for Rain
2014,637,Boy Meets Girl
2014,638,K2: Siren of the Himalayas
2014,639,Fire in the Blood
2014,640,Touch the Wall
2014,641,Cousin Jules
2014,642,Wolves
2014,643,In No Great Hurry: 13 Lessons in Life with Saul Leiter
2014,644,A Tale of Winter
2014,645,The French Minister
2014,647,Is the Man Who Is Tall Happy?
2014,648,Falcon Rising
2014,649,Living Is Easy with Eyes Closed
2014,650,You're Not You
2014,651,The Great Invisible
2014,652,The Final Member
2014,653,The Amazing Catfish
2014,654,History of Jazz: Oxygen for the Ears
2014,655,Dishkiyaoon
2014,656,Policeman
2014,657,PAY 2 PLAY: Democracy's High Stakes
2014,658,The Players
2014,659,As It Is in Heaven
2014,660,"Norte, the End of History"
2014,661,Money for Nothing: Inside the Federal Reserve
2014,662,American Promise
2014,663,The Endless Summer
2014,664,Before I Disappear
2014,665,Kabbalah Me
2014,666,Marius
2014,667,Stray Dogs
2014,669,On the Other Side of the Tracks
2014,670,In the House of Flies
2014,671,Museum Hours
2014,672,Go for Sisters
2014,673,Free the Mind
2014,674,Radio Free Albemuth
2014,675,Life of Riley
2014,676,Honeymoon
2014,677,The Sacrament
2014,678,The Pervert's Guide to Ideology
2014,680,Fanny
2014,681,Comet
2014,682,The Mystery of Happiness
2014,683,The Quitter
2014,684,Canopy
2014,685,Almost Human
2014,686,Red Hollywood
2014,688,Eternity: The Movie
2014,689,Don Jon
2014,690,The Empty Hours
2014,691,Gladiators of Rome
2014,692,Actress
2014,693,Next Year Jerusalem
2014,694,Rigor Mortis
2014,696,Faith Connections
2014,697,Come Back to Me
2014,698,Iceman
2014,699,Gringo Trails
2014,702,Raze
2014,703,Concerning Violence
2014,704,I Am Ali
2014,705,The Strange Color of Your Body's Tears
2014,706,ABCs of Death 2
2014,707,Stage Fright
2014,708,Plot for Peace
2014,709,Camille Claudel 1915
2014,710,Very Good Girls
2014,711,The Olivia Experiment
2014,712,"No God, No Master"
2014,713,Before You Know It
2014,714,Will You Still Love Me Tomorrow?
2014,715,Pioneer
2014,716,Aatsinki: The Story of Arctic Cowboys
2014,717,Life of a King
2014,718,Jews of Egypt
2014,719,Revenge of the Mekons
2014,720,Magnificent Desolation: Walking on the Moon 3D
2014,721,The Adventurer: The Curse of the Midas Box
2014,722,The Christmas Candle
2014,723,The Immortalists
2014,724,Love & Air Sex
2014,725,Life Partners
2014,726,Cavemen
2014,727,Gang of Ghosts
2014,728,The Strange Little Cat
2014,729,Infliction
2014,730,The Bride Wore Black
2014,731,The Family
2014,732,"2 Autumns, 3 Winters"
2014,733,The Devil's Hand
2014,734,Papirosen
2014,735,Kid Cannabis
2014,736,Gabrielle
2014,737,Flex Is Kings
2014,738,The Only Real Game
2014,739,The Selfish Giant
2014,740,At Berkeley
2014,741,Return to Nuke 'Em High Volume 1
2014,742,The Sleepwalker
2014,743,Inside the Mind of Leonardo
2014,744,The Worst Movie Ever!
2014,745,Nothing Bad Can Happen
2014,746,"Half The Road: The Passion, Pitfalls & Power of Women's Professional Cycling"
2014,747,Death Metal Angola
2014,748,Short Term 12
2014,749,Smiling Through the Apocalypse
2014,751,The Truth About Emanuel
2014,752,Anna
2014,753,Manuscripts Don't Burn
2014,754,Free the Nipple
2014,755,What's in a Name?
2014,756,Thunder and the House of Magic
2014,757,Justice Is Mind
2014,758,Puella Magi Madoka Magica the Movie Part III: Rebellion
2014,759,Maidan
2014,760,Beyond Outrage
2014,761,Swim Little Fish Swim
2014,762,Hollidaysburg
2014,763,More Than Honey
2014,764,The Word
2014,765,Stop the Pounding Heart
2014,766,Hide Your Smiling Faces
2014,767,Evolution of a Criminal
2014,768,Locker 13
2014,769,The Hacker Wars
2014,770,Let the Fire Burn
2014,771,Aftermath
2014,774,Age of Uprising: The Legend of Michael Kohlhaas
2014,775,Linsanity
2014,776,Goodbye to All That
2014,777,Oldboy
2014,778,The Girl on the Train
2014,779,Northern Lights
2014,780,Showrunners: The Art of Running a TV Show
2014,781,What Now? Remind Me
2014,782,Assistance mortelle
2014,783,Mississippi Mermaid
2014,784,V/H/S Viral
2014,786,Tip Top
2014,787,The Lovely Month of May
2014,788,Mercedes Sosa: The Voice of Latin America
2014,789,Refuge
2014,790,Indigo Children
2014,791,Jake Squared
2014,792,McCanick
2014,793,"If You Don't, I Will"
2014,794,The Wait
2014,795,Warrior King 2
2014,796,To Die Is Hard
2014,797,Evergreen: The Road to Legalization
2014,798,Moebius
2014,799,Design Is One: The Vignellis
2014,801,Missionary
2014,802,A Grin Without A Cat
2014,803,The Wild Child
2014,804,The Right Kind of Wrong
2014,805,Far from Vietnam
2014,806,Algorithms
2014,807,La Camioneta: The Journey of One American School Bus
2014,808,Here Comes the Devil
2014,809,Two-Bit Waltz
2014,810,Austenland
2014,811,Mr. Pip
2014,812,More Than the Rainbow
2014,814,Summer in February
2014,815,The End of Time
2014,816,Paradise: Hope
2014,817,Harry Dean Stanton: Partly Fiction
2014,818,Rhymes for Young Ghouls
2014,819,Postman Pat: The Movie
2014,820,The Last Days on Mars
2014,821,Souldier
2014,822,Ragnarok
2014,823,People of a Feather
2014,824,The Tower
2014,825,Le Amiche
2014,826,Anything for Alice
2014,827,We Are the Giant
2014,828,The Butterfly Room
2014,829,Viola
2014,830,Demi-soeur
2014,831,A People Uncounted
2014,832,The Color Wheel
2014,834,Grand départ
2014,836,Jamel Shabazz Street Photographer
2014,837,The Trials of Muhammad Ali
2014,838,God Loves Uganda
2014,839,An Oversimplification of Her Beauty
2014,840,The Last Time I Saw Macao
2014,841,Skinless
2014,842,Four Adventures of Reinette and Mirabelle
2014,843,You Ain't Seen Nothin' Yet
2014,844,Finding Mr. Right
2014,845,Computer Chess
2014,846,Dear Mr. Watterson
2014,847,Big Sur
2014,848,Some Velvet Morning
2014,849,Sound City
