timestamp,text,like_count,reply_count,author,trailer_id,sentiment_score,datetime,used_for_model,used_for_visualization
2013-08-08T16:52:42,"My God, this looks good. Coming out in December = asking for Oscars. ",0,0,Thom Six,felsazClWcI,0.7,2013-08-08 16:52:42,True,True
2013-08-08T16:56:53,Seems like next year's Oscars will be great with this addition !,0,0,rps121,felsazClWcI,0.5,2013-08-08 16:56:53,True,True
2013-08-08T16:59:05,inglorious basterds?,0,0,PlaygroundPolitician,felsazClWcI,0.0,2013-08-08 16:59:05,True,True
2013-08-08T17:08:12,So this is the gay version of Inglourious Basterds? Just kidding. Looks good.,0,0,slupo,felsazClWcI,0.5583333333333333,2013-08-08 17:08:12,True,True
2013-08-08T17:09:29,lol ocean 8 I guess....,0,0,MeatballJeff,felsazClWcI,0.8,2013-08-08 17:09:29,True,True
2013-08-08T17:12:28,Shawn Lee's Ping Pong Orchestra feat. Nino Mochella - Kiss The Sky ,0,0,Elodie Depré,felsazClWcI,0.0,2013-08-08 17:12:28,True,True
2013-08-08T17:15:58,These two really are a cute couple.,0,0,"Smark Shillington, DFCO",felsazClWcI,0.35,2013-08-08 17:15:58,True,True
2013-08-08T17:20:15,Fuck me this looks good!! :D ,0,0,PutinPenis,felsazClWcI,0.5333333333333333,2013-08-08 17:20:15,True,True
2013-08-08T17:22:09,Looks Good,0,0,TYPI CAL,felsazClWcI,0.7,2013-08-08 17:22:09,True,True
2013-08-08T17:30:41,Oceans 1945,0,0,NichoTBE,felsazClWcI,0.0,2013-08-08 17:30:41,True,True
2013-08-08T17:36:54,surprised this hasnt been taken down yet,0,0,Jacob Frank,felsazClWcI,-0.02777777777777779,2013-08-08 17:36:54,True,True
2013-08-08T17:39:21,"I don't like the music choice for the trailer, but aside from that I'm really looking forward to this one.",0,0,Max Marriott,felsazClWcI,0.2,2013-08-08 17:39:21,True,True
2013-08-08T17:43:58,"they didnt go to ""kill some nazis"" in a comedic sense in those movies though",0,0,Shetster Drake,felsazClWcI,0.0,2013-08-08 17:43:58,True,True
2013-08-08T17:44:49,Thanks,0,0,Tareq Ahmad,felsazClWcI,0.2,2013-08-08 17:44:49,True,True
2013-08-08T17:46:23,lol love it :),0,0,nali007,felsazClWcI,0.6,2013-08-08 17:46:23,True,True
2013-08-08T17:46:42,"No, they have a team of people to lie and steal something led by the same guy from Ocean's 11 in a comedic sense.",0,0,wwhulk12,felsazClWcI,0.0,2013-08-08 17:46:42,True,True
2013-08-08T17:48:31,"I was all in after about 20 seconds, but throw in Bill Murray!?!?!  I mean come on!  I'm pumped haha.",0,0,jpainte06,felsazClWcI,-0.0953125,2013-08-08 17:48:31,True,True
2013-08-08T17:50:23,Ocean's 7,0,0,MIGHT AS WELL,felsazClWcI,0.0,2013-08-08 17:50:23,True,True
2013-08-08T18:14:34,cool song .. whats the name ?,0,0,EdmundFaust,felsazClWcI,0.35,2013-08-08 18:14:34,True,True
2013-08-08T18:22:12,BILL MURRAY? 1:15 ,0,0,LordMeowMeow,felsazClWcI,0.0,2013-08-08 18:22:12,True,True
2013-08-08T18:30:15,"hurr durr vil nazis hitler so bad, jews are the eternal victims. This gets old. The obvious jewish progaganda is just annoying. You will probably call me a nazi.",0,0,ocm4r,felsazClWcI,-0.27999999999999997,2013-08-08 18:30:15,True,True
2013-08-08T18:41:57,"To all who are interested in the music: We just uploaded the full trailer song  ""Kiss The Sky"". It's in our playlists-Check it out!",0,0,NuSHOCKWAVEmedia,felsazClWcI,0.34375,2013-08-08 18:41:57,True,True
2013-08-08T18:46:10,Oceans 11? Seriously ppl!! A) if u knw the ACTUALLY story u wud keep your mouth shut. B) u havn't even seen it yet. C) all of u judging r it r idiots...unlike 90% of trailers this hasn't given the ending away,0,0,adam otmani,felsazClWcI,-0.26041666666666663,2013-08-08 18:46:10,True,True
2013-08-08T18:47:41,So it's more of a mix of the two then,0,0,Shetster Drake,felsazClWcI,0.5,2013-08-08 18:47:41,True,True
2013-08-08T19:13:36,Oceans 7,0,0,Charlie Bentley,felsazClWcI,0.0,2013-08-08 19:13:36,True,True
